WOB,RPM,MW,FlowRate,Torque,ROP,BitWear
21.854305348131312,148.40888006936052,12.483689821600382,499.80214623743205,18.78996115276932,30.897282739601522,0.002600971086850215
47.78214378844623,168.35891484375537,11.99494515477684,648.0480635075565,6.243775898770366,48.66418472532731,0.0782967739126025
37.93972738151323,263.63684830054507,10.11384695003432,537.6000683937998,9.972712970507382,50.0,0.0
31.93963178886665,135.00109651497303,15.287200041217854,249.98154986707783,17.25545464772982,26.6963377134792,0.2309087145307424
12.020838819909644,267.41242120304287,13.719489926103547,311.34814207013324,13.088054924063039,22.081733476952763,0.07550447676569125
12.01975341512912,72.03360774417287,18.38841190788804,331.5969104185515,18.987133888602557,8.383673495854964,0.20276572901288953
7.613762547568976,244.19960930215768,8.3853149657847,354.7185521869069,24.107781728125772,30.367831749127355,0.07433971152709593
43.97792655987208,261.88690826368406,15.726415130661517,539.2420351703026,4.680573817449543,36.323325446257215,0.08600223040028507
32.0501755284444,95.45441320933469,17.155386542138736,502.3794678952361,18.3200574771554,20.05871306176053,0.3331368532749428
36.86326600082205,157.58663309305012,17.113838830259684,321.89602301852534,7.297915579538634,26.852229959322212,0.10785022863745838
5.92630224331111,91.3749436659139,18.6328876051463,240.53290607341225,11.532964730374093,6.3210989201654755,0.16293820226922345
48.645943347289744,226.65103224855443,16.748404913953927,302.85932268483083,2.755842693288216,33.63872749247123,0.22143010461003174
42.45991883601898,183.8369420154142,19.133720739772357,790.628787571162,5.125869792732075,23.21459836761577,0.2671297987595393
14.555259980522427,208.83083667708024,11.991879197850697,481.1281698748834,9.354877648124692,27.333503868364957,0.0
13.182123524319527,99.1217417390528,14.038513001018517,720.4073028212675,9.865673521623654,17.853809252145997,0.0
13.253202943404522,102.93646551310488,8.168955959394689,709.2514800013059,22.6904599786282,34.29989743303189,0.0
18.690900933179197,60.374331377476594,8.083491047639495,506.9117344777242,19.061696913129847,33.332410128837324,0.09971723596212331
28.614039423450702,130.51688379893244,10.881519445418238,624.0126250763261,24.360208268301946,39.30229036625061,0.1432176668334762
24.43752583889521,189.93616533341873,9.209686365669024,315.6512062476274,15.778644737710533,46.08012569413968,0.0
18.105311308911887,264.4837284993322,11.122536415229042,613.0380229561449,7.559415838100313,41.22382725350305,0.0
32.53338026250708,216.73186186467018,10.124519534340768,363.43074755797375,9.536065688197786,50.0,0.0
11.277223729341882,158.84908084993788,8.342240298063778,699.2372580524905,9.356226235715244,30.012266361052053,0.0
18.146509184084817,288.28002859853444,18.911649756872592,250.23447986534595,9.509369536254788,19.299135022899684,0.02186743093740283
21.486282948216125,229.81130014395796,8.098677576666699,663.8832037311665,17.47817598157176,50.0,0.0
25.523149289766618,282.5413007156375,16.832985732045024,259.9621439411717,14.208582346079574,24.90414992950749,0.11702371033338366
40.33291826268561,181.8969933180414,9.825774643034197,728.7135421365854,10.864756095992819,50.0,0.0
13.985320197126189,114.7260686982849,18.9467554639952,382.52271088100224,5.429064680760481,15.407703175102373,0.03227509252749292
28.140549728612523,63.206671591180495,18.71355127507863,592.6360188983449,2.5092007476693556,14.871877554470258,0.2803599978099315
31.65865559879191,231.52121287096261,15.846813756431088,492.5013671721679,7.0331975845169294,30.637095181625014,0.0006997762318796674
7.090268572399898,80.32574950138353,16.066809797607263,419.7818871574034,4.471842291279669,10.278943910405095,0.003530386372433957
32.339518335564726,125.69378206799179,8.064069703636262,587.2650999100979,20.065235709601506,50.0,0.04297429537617008
12.673585565928118,183.11772697097436,19.818458793363224,768.5137883307427,4.587453029719364,14.506635747155663,0.06499842139992296
7.927321684337578,191.10414694493693,18.53399124290977,224.76184842477312,18.657249458057233,10.164086514367458,0.15676781054031663
47.699849176399994,200.145799246784,18.741274708761104,751.3117135298626,10.870149864849902,23.070317833629986,0.3476793785677893
48.45344148835517,91.56383258742517,15.910934444610463,565.4489930126081,3.6877029641068475,29.224315794754233,0.17137279745584888
